seller_id,seller_name,seller_tier,seller_region,seller_category,rating_score,total_order_items,total_quantity_sold,total_revenue,avg_order_item_value,total_shipments,delivered_shipments,on_time_shipments,sla_breached_shipments,sla_breach_pct,avg_transit_days,avg_delay_days,total_shipping_cost,avg_shipping_cost
37,ReliableRetail9288,Mid,East India,Electronics,3.81,895,1240,88013027.45,98338.58,340.357142857143,279.0261904761905,255.84761904761905,24.011904761904763,7.05,5.33,0.03,59342.72,66.38
38,DigitalHub8179,Premium,Central India,"Electronics,Fashion,Home",4.82,97,120,266524.85,2747.68,36.19761904761904,28.554761904761904,27.045238095238098,1.5095238095238095,4.17,4.94,0.01,6313.79,65.09
39,ReliableMart2697,Long Tail,South India,"Grocery,Sports,Electronics",3.86,572,808,14527543.77,25397.8,207.34761904761905,175.31666666666663,161.20476190476185,14.111904761904762,6.81,6.25,0.02,48260.32,84.37
40,ReliableHub5462,Long Tail,East India,Electronics,4.98,685,958,2522170.11,3682.0,253.5476190476191,211.5571428571428,193.32619047619045,18.98095238095238,7.49,5.83,0.02,51261.02,75.05
41,GlobalImports5325,Mid,Central India,"Sports,Home",3.54,111,157,723154.74,6514.91,41.621428571428574,33.55476190476191,30.96190476190477,2.592857142857143,6.23,6.02,-0.03,8492.49,76.51
42,FastKart1058,Long Tail,East India,"Electronics,Sports,Beauty",4.2,1176,1652,8553282.58,7273.2,443.51904761904785,370.3285714285716,342.6904761904763,28.221428571428575,6.36,5.57,-0.05,81935.92,69.67
43,EliteExports8239,Premium,Central India,"Sports,Home",4.31,669,929,2193094.72,3278.17,253.03809523809528,217.1761904761904,199.79047619047617,17.802380952380954,7.04,5.2,-0.02,40807.81,61.0
44,SmartBazaar1590,Long Tail,East India,"Grocery,Electronics,Sports,Beauty",3.66,69,88,751796.57,10895.6,29.00952380952381,23.009523809523806,19.926190476190477,3.083333333333333,10.63,6.24,0.05,4751.19,68.86
45,FutureDistribution1653,Mid,East India,"Fashion,Beauty,Sports,Electronics,Grocery",4.73,645,919,9917486.32,15375.95,233.48333333333326,198.63809523809513,183.0119047619047,15.626190476190477,6.69,6.02,0.03,51023.53,79.11
46,NextWholesale3662,Long Tail,South India,"Fashion,Electronics,Home,Beauty,Sports,Grocery",4.66,657,924,32035257.34,48759.9,262.1714285714285,221.2880952380952,197.2928571428571,25.32857142857143,9.66,5.92,0.08,52948.88,80.71
47,ModernEnterprise7745,Mid,South India,Fashion,3.81,104,164,2164490.43,20812.41,36.285714285714285,32.26904761904762,28.235714285714288,4.283333333333333,11.8,5.4,0.07,6822.31,65.6
48,QuickWholesale1634,Long Tail,West India,"Sports,Electronics",3.93,1696,2339,172794285.35,101883.42,660.3738095238097,545.8952380952383,504.04761904761943,43.29761904761905,6.56,6.02,-0.03,143636.49,84.84
49,DigitalWholesale4728,Long Tail,South India,"Beauty,Home",4.37,817,1110,27437341.82,33583.04,308.6476190476191,260.4714285714286,243.7785714285714,17.27619047619048,5.6,6.56,-0.01,80750.32,98.84
50,FutureImports9346,Mid,West India,"Fashion,Beauty,Home,Sports,Electronics,Grocery",4.7,911,1271,11601659.74,12735.08,350.60238095238117,299.44285714285724,277.08333333333337,24.642857142857142,7.03,5.16,-0.01,56945.06,62.51
51,ApexMart1626,Long Tail,North India,"Home,Electronics,Grocery,Fashion,Beauty",4.87,61,87,3500417.73,57383.9,22.46190476190476,19.195238095238096,17.07857142857143,2.1166666666666667,9.42,5.19,0.08,4144.25,67.94
52,NationalStore7311,Long Tail,Central India,"Home,Sports,Beauty,Grocery",3.74,734,1033,3072390.51,4185.82,266.9166666666667,223.36190476190475,203.40238095238098,20.15952380952381,7.55,5.45,0.0,48006.15,65.4
53,NationalDistribution9821,Long Tail,South India,"Electronics,Beauty,Sports",4.69,1204,1634,35204967.2,29240.01,458.4809523809528,385.56190476190505,360.39761904761934,25.497619047619047,5.56,5.49,-0.01,86898.87,72.3
54,UrbanExports5920,Long Tail,Central India,"Electronics,Home,Grocery,Beauty",4.79,1108,1513,76627938.4,69158.79,415.9952380952383,353.3642857142858,320.01904761904774,33.345238095238095,8.02,6.71,0.0,106179.14,95.83
55,GlobalSupply7211,Long Tail,South India,"Beauty,Home,Sports,Grocery,Fashion,Electronics",3.92,95,128,11395604.48,119953.73,36.30952380952381,32.009523809523806,26.72619047619048,5.283333333333333,14.55,5.91,0.13,6867.92,72.29
56,GlobalSupply6279,Long Tail,West India,"Home,Beauty,Electronics,Fashion,Sports",3.71,29,36,1853998.12,63930.97,12.06190476190476,11.728571428571428,11.145238095238096,0.5833333333333333,4.84,6.14,-0.21,2787.01,96.1
57,EliteImports2389,Premium,East India,"Sports,Fashion,Beauty,Home",3.78,42,66,396977.81,9451.85,14.742857142857144,12.626190476190477,12.126190476190477,0.5,3.39,5.14,-0.08,2245.04,53.45
58,NextEnterprise4262,Mid,South India,"Sports,Grocery,Home,Electronics,Beauty,Fashion",4.48,1233,1753,33065934.32,26817.46,445.79047619047657,371.1547619047621,338.4928571428572,34.221428571428575,7.68,5.28,0.02,79057.34,64.12
59,ExpressMarketplace2193,Premium,West India,Fashion,4.16,734,1017,10678583.58,14548.48,275.2,230.94523809523804,213.8023809523809,17.80952380952381,6.47,5.11,-0.03,44864.63,61.21
60,SmartImports1090,Mid,North India,"Grocery,Fashion,Beauty,Sports,Home,Electronics",3.63,827,1151,10134022.43,12253.96,316.89047619047625,269.7714285714286,250.08809523809526,20.183333333333334,6.37,5.24,-0.01,52977.52,64.06
61,ReliableRetail2988,Mid,West India,"Fashion,Sports,Beauty,Electronics",4.71,92,116,2033551.31,22103.82,32.11190476190476,28.935714285714283,26.419047619047618,2.5166666666666666,7.84,5.55,0.06,6069.5,65.97
62,VertexWholesale9270,Mid,West India,"Sports,Grocery,Home,Fashion",4.95,607,864,4689042.1,7724.95,230.63571428571424,195.67142857142852,176.55476190476185,19.116666666666667,8.29,5.3,0.01,40646.26,66.96
63,NextWholesale5543,Long Tail,Central India,"Beauty,Fashion,Sports,Grocery,Home",4.98,152,215,4763677.36,31339.98,60.66666666666668,48.18333333333334,44.223809523809535,3.9595238095238092,6.53,5.4,-0.01,10523.94,69.24
64,FastCommerce6238,Mid,Central India,"Fashion,Home,Beauty,Electronics,Sports,Grocery",4.45,591,814,1909791.9,3231.46,221.2833333333333,186.33809523809524,171.8119047619047,14.526190476190473,6.56,4.88,-0.01,32312.85,54.67
65,QuickExports3503,Mid,South India,"Fashion,Sports",4.82,720,1005,5286076.38,7341.77,263.5333333333333,222.49285714285708,200.54999999999993,22.342857142857145,8.48,6.34,-0.04,60082.96,83.56
66,MegaRetail7883,Long Tail,West India,"Beauty,Home,Sports,Fashion",3.74,192,257,17552162.55,91417.51,74.48809523809523,64.68809523809524,60.77142857142859,4.25,5.71,5.69,-0.2,15760.96,82.09
67,FutureMart7389,Mid,West India,"Sports,Electronics,Beauty,Fashion,Grocery",4.34,1325,1845,13782815.08,10402.12,517.3238095238097,435.3523809523813,399.52857142857164,36.15714285714286,6.99,5.76,-0.03,104461.11,78.84
68,ValueTraders1475,Long Tail,West India,"Sports,Grocery,Fashion,Beauty,Electronics,Home",4.58,1681,2347,32389210.28,19267.82,628.8809523809529,535.4833333333337,489.79761904761943,46.51904761904761,7.4,6.19,0.0,145843.77,86.97
69,QuickMarketplace1444,Premium,North India,"Sports,Beauty,Fashion,Grocery,Electronics,Home",3.62,698,968,8626488.32,12358.87,263.97142857142853,221.13809523809516,205.97619047619042,15.161904761904763,5.74,5.21,0.02,42492.68,61.05
70,FastSupply6363,Long Tail,South India,"Fashion,Beauty,Sports,Electronics",3.78,32,43,660058.12,20626.82,11.678571428571427,10.252380952380951,9.919047619047618,0.3333333333333333,2.85,7.0,-0.12,3419.94,106.87
71,ValueMart2341,Long Tail,West India,"Home,Beauty,Sports",4.73,748,1017,9326438.36,12468.5,277.9619047619048,230.92619047619047,214.88571428571424,17.79047619047619,6.4,5.68,-0.03,53002.55,70.95
72,TechRetail4266,Mid,North India,"Grocery,Electronics,Home,Sports,Beauty,Fashion",4.57,1070,1500,4259644.21,3980.98,392.1238095238098,329.56904761904775,308.88333333333344,22.102380952380955,5.64,6.66,-0.04,103165.21,96.69
73,ExpressImports2874,Premium,Central India,"Fashion,Sports",4.21,715,984,6717403.36,9394.97,287.50238095238103,245.6833333333333,222.09047619047612,23.926190476190477,8.32,5.31,0.03,48320.47,67.58
74,VertexMarketplace2876,Long Tail,South India,"Sports,Home,Grocery,Electronics",4.19,1813,2526,33393678.63,18419.02,702.0976190476193,599.2738095238097,558.3642857142861,43.24285714285715,6.16,5.56,-0.04,131095.37,72.43
75,TechDistribution6111,Long Tail,Central India,Grocery,4.24,678,926,40715416.33,60052.24,251.99285714285713,212.06190476190474,195.32619047619042,17.06904761904762,6.77,5.68,-0.02,48937.36,72.18
76,NextStore5941,Long Tail,Central India,"Beauty,Fashion,Electronics,Home",4.0,698,1003,9423219.28,13500.31,261.352380952381,220.03809523809522,207.64523809523806,13.726190476190478,5.25,5.24,-0.08,45553.08,65.26
77,MegaCommerce9728,Long Tail,West India,Grocery,4.57,1149,1588,31975119.41,27828.65,422.4880952380955,359.161904761905,333.4928571428573,26.002380952380953,6.15,6.0,0.01,90075.89,78.53
78,TechWholesale7882,Premium,West India,"Electronics,Grocery,Home",3.65,66,86,283375.63,4293.57,24.104761904761904,22.03809523809524,20.45476190476191,1.5833333333333333,6.57,5.69,0.07,4576.03,69.33
79,EliteExports9548,Mid,East India,"Home,Beauty,Fashion,Grocery",3.71,751,1009,15788996.4,21023.96,280.007142857143,238.28333333333333,220.62857142857138,18.654761904761905,6.66,5.99,-0.02,59710.11,79.51
80,ModernWholesale5022,Mid,North India,"Beauty,Sports,Grocery,Home,Fashion",4.18,620,866,19985072.55,32233.99,227.69523809523804,192.09047619047615,177.2785714285714,15.311904761904763,6.72,5.41,-0.0,40179.53,64.81
81,TechTraders6325,Long Tail,South India,"Fashion,Beauty,Grocery,Sports",4.48,1081,1492,3850640.42,3562.11,400.03095238095256,330.0809523809525,308.58095238095245,22.250000000000004,5.56,6.04,-0.03,92513.08,85.9
82,ModernMart5526,Long Tail,Central India,"Home,Sports",4.03,1622,2247,15137531.79,9332.63,595.9928571428574,507.9904761904765,469.01904761904785,40.17142857142858,6.74,5.95,-0.03,137036.91,84.49
83,ExpressBazaar4937,Mid,West India,"Fashion,Electronics,Sports,Home,Beauty",4.21,176,251,2214390.48,12581.76,59.05952380952381,48.17619047619047,44.87619047619048,3.3000000000000003,5.59,6.17,-0.05,13633.82,77.46
84,QuickExports4986,Premium,East India,"Beauty,Sports,Electronics,Grocery,Fashion,Home",4.45,81,109,1562897.68,19295.03,33.076190476190476,25.792857142857144,23.042857142857148,2.75,8.31,6.6,0.0,8423.2,103.99
85,FutureExports8434,Mid,East India,"Home,Beauty,Sports,Fashion,Grocery",4.51,74,99,2311889.19,31241.75,26.37142857142857,23.56190476190476,23.05238095238095,0.5095238095238095,1.93,6.56,0.02,6804.03,91.95
86,ModernStore9779,Mid,South India,"Fashion,Electronics,Sports",4.53,69,91,3487366.4,50541.54,28.104761904761904,21.795238095238094,21.261904761904763,0.7833333333333332,2.79,5.36,-0.05,5017.76,72.72
87,FastExports9595,Long Tail,Central India,"Sports,Beauty",3.76,590,797,8758244.63,14844.48,214.59523809523807,172.6523809523809,158.96904761904761,15.516666666666666,7.23,7.0,-0.0,58564.19,99.43
88,DigitalRetail6912,Long Tail,South India,Fashion,3.84,662,914,58258343.68,88003.54,256.8071428571428,218.7119047619047,197.02380952380943,22.52142857142857,8.77,5.04,0.02,39587.1,59.98
89,ReliableHub5494,Long Tail,North India,Sports,3.92,1143,1595,6485490.01,5674.09,424.9595238095241,361.13571428571447,331.8690476190477,30.266666666666666,7.12,5.49,0.0,75416.13,66.1
90,ApexMart8690,Long Tail,West India,"Home,Fashion,Beauty,Electronics,Sports",4.54,55,80,207055.07,3764.64,19.752380952380953,16.235714285714284,13.785714285714285,2.45,12.4,6.64,0.02,4339.92,78.91
91,ExpressStore2070,Mid,West India,"Fashion,Electronics,Home",3.96,1166,1629,25853173.14,22172.53,436.46904761904796,367.01190476190493,336.9690476190477,31.042857142857148,7.11,6.26,-0.01,101585.48,87.27
92,MegaHub3444,Long Tail,Central India,Grocery,3.55,777,1091,164566653.35,211797.49,289.4642857142858,237.3,213.73809523809518,24.145238095238096,8.34,5.99,0.02,57081.43,73.46
93,UrbanBazaar7818,Long Tail,Central India,Fashion,4.48,100,147,7048324.26,70483.24,33.02857142857143,30.102380952380948,27.616666666666667,2.4857142857142858,7.53,6.59,0.01,9402.4,94.02
94,DigitalWholesale8025,Long Tail,East India,"Fashion,Grocery,Beauty,Sports,Home",4.81,351,448,15367733.33,43782.72,135.77857142857138,112.12619047619047,102.84047619047618,9.428571428571429,6.94,5.44,-0.02,23494.68,66.94
95,FastImports2330,Long Tail,South India,"Electronics,Grocery,Sports,Beauty,Home",4.68,1152,1605,83900547.79,72830.34,424.5880952380955,350.50238095238115,330.50952380952396,21.892857142857142,5.16,5.07,-0.01,70679.38,61.46
96,EliteKart7693,Long Tail,West India,"Grocery,Electronics",3.89,220,295,9039857.98,41090.26,82.45238095238096,66.70238095238096,63.60238095238094,3.0999999999999996,3.76,5.67,-0.07,15387.33,69.94
97,DigitalExports8438,Long Tail,North India,"Beauty,Home,Electronics,Sports,Fashion",4.51,727,998,8749429.3,12034.98,279.65000000000003,240.40238095238098,222.95,17.452380952380953,6.24,5.26,-0.07,48806.2,67.13
98,GlobalSupply2880,Long Tail,Central India,"Home,Grocery",3.67,705,956,15825382.63,22447.35,271.16428571428577,225.79047619047614,203.51190476190467,22.27857142857143,8.22,5.2,0.04,48931.46,69.41
99,DigitalMarketplace5728,Premium,West India,"Fashion,Home,Sports,Electronics,Grocery,Beauty",4.19,99,140,2484276.47,25093.7,36.87619047619048,30.500000000000004,29.71666666666667,0.7833333333333332,2.12,5.07,-0.12,6582.47,66.49
100,NationalBazaar9090,Mid,West India,"Sports,Home,Beauty,Fashion",4.32,63,81,6501288.33,103195.05,23.614285714285714,20.688095238095237,19.211904761904762,1.476190476190476,6.25,6.34,0.0,5493.66,87.2
101,TechStore4750,Premium,Central India,"Electronics,Beauty,Home,Grocery,Fashion",4.97,61,94,338560.64,5550.17,27.54285714285714,20.783333333333335,19.783333333333335,1.1428571428571428,4.15,5.54,-0.08,3665.93,60.1
102,FastMarketplace1659,Long Tail,South India,Sports,4.13,788,1085,8363337.6,10613.37,296.257142857143,249.25714285714287,232.30238095238093,18.204761904761906,6.14,5.5,-0.0,53651.34,68.09
103,ExpressStore8700,Mid,East India,"Sports,Beauty,Home,Electronics,Fashion",4.61,1071,1543,4175665.12,3898.85,392.50476190476206,337.9857142857144,309.9976190476191,29.354761904761908,7.48,6.13,-0.01,92919.24,86.84
104,ModernSupply9117,Long Tail,East India,"Home,Electronics,Fashion",3.92,587,772,3357817.33,5720.3,230.39761904761906,191.75714285714284,171.5380952380952,20.21904761904762,8.78,7.52,0.01,65871.33,112.22
105,ModernMart6296,Long Tail,North India,"Grocery,Electronics,Beauty,Sports",3.94,623,825,835679.05,1341.38,235.67857142857142,191.497619047619,181.39523809523806,10.519047619047619,4.46,5.53,-0.02,44250.08,71.14
106,MegaRetail9494,Mid,East India,"Grocery,Electronics,Beauty,Fashion",4.63,1694,2354,8766947.34,5175.29,620.9809523809525,515.1880952380956,478.2047619047623,37.81666666666667,6.09,5.35,-0.01,111673.41,66.12
107,FastBazaar3146,Long Tail,East India,"Sports,Beauty,Electronics,Grocery",3.53,1863,2628,19105136.73,10255.04,702.9809523809525,594.6261904761907,545.6714285714288,49.70476190476191,7.07,5.97,0.04,153075.56,82.39
108,DigitalBazaar1224,Long Tail,Central India,"Beauty,Electronics,Grocery,Home,Sports,Fashion",4.59,577,800,8846473.04,15331.84,225.97380952380948,189.75238095238095,173.3928571428571,17.359523809523807,7.68,6.35,-0.01,51747.92,89.68
109,UrbanTraders2924,Mid,South India,Fashion,4.74,1180,1611,7693177.13,6519.64,445.1785714285717,369.4809523809526,335.3738095238096,35.69047619047619,8.02,5.72,0.03,86169.8,73.21
110,NextTraders3369,Premium,West India,"Home,Grocery,Sports,Fashion,Beauty,Electronics",4.81,646,911,3386157.89,5241.73,245.11666666666665,208.60476190476186,190.97619047619042,17.62857142857143,7.19,5.31,0.0,39534.0,61.2
111,ModernDistribution9318,Mid,East India,"Grocery,Fashion,Electronics,Sports,Home",4.56,572,801,11247632.22,19663.69,206.23333333333326,177.43095238095233,164.94285714285712,12.488095238095237,6.06,5.66,-0.01,41180.98,71.99
112,DigitalWholesale9022,Mid,South India,Home,3.64,156,200,1970710.96,12632.76,58.59285714285715,51.3,46.81428571428572,4.485714285714286,7.66,5.25,0.0,9601.65,61.55
113,SuperDistribution6272,Long Tail,South India,"Beauty,Home,Grocery,Sports,Fashion",3.52,615,861,7848903.49,12762.44,234.30952380952377,198.31428571428566,180.3119047619047,18.00238095238095,7.68,5.22,0.05,40254.32,65.56
114,NextWholesale7730,Long Tail,North India,"Grocery,Beauty",3.95,94,142,279885.89,2977.51,34.695238095238096,31.045238095238094,28.752380952380953,2.2928571428571427,6.61,5.15,-0.02,5970.64,63.52
115,MegaHub9229,Long Tail,Central India,"Beauty,Sports,Grocery,Home,Electronics,Fashion",3.95,1172,1645,14459863.82,12337.77,432.2761904761908,372.011904761905,341.7000000000002,30.761904761904766,7.12,5.24,-0.03,74504.93,63.63
116,UrbanBazaar8486,Long Tail,North India,Beauty,4.61,268,363,3394424.81,12665.76,99.22857142857141,83.54523809523809,76.52857142857141,7.016666666666667,7.07,5.5,0.0,19415.25,72.44
117,PrimeTraders5342,Long Tail,East India,"Beauty,Fashion",4.85,757,1045,3971619.61,5246.53,282.4690476190476,240.31904761904755,219.8761904761904,20.776190476190475,7.36,5.16,0.05,47166.45,62.39
118,ExpressWholesale9864,Mid,North India,"Beauty,Electronics,Home,Sports,Fashion,Grocery",4.5,573,795,3350036.32,5846.49,219.7071428571428,188.53571428571428,174.32619047619045,14.40952380952381,6.56,5.29,0.01,34598.03,60.49
119,DigitalRetail2480,Long Tail,West India,Fashion,4.84,240,326,1923683.71,8015.35,90.55238095238094,74.01666666666667,68.64047619047618,6.376190476190476,7.04,5.59,-0.06,17577.29,73.55
120,MegaCommerce1919,Long Tail,East India,"Sports,Electronics,Beauty,Grocery,Fashion,Home",3.62,96,142,1170633.76,12194.1,38.47857142857143,31.811904761904763,28.061904761904756,3.75,9.75,6.23,0.1,8189.55,85.31
121,NationalSupply3950,Long Tail,South India,"Beauty,Fashion,Grocery",4.69,835,1126,5502734.98,6590.1,320.7476190476192,265.3261904761905,242.31904761904764,23.007142857142853,7.17,5.21,0.03,55792.68,66.82
122,QuickMarketplace4945,Long Tail,West India,Grocery,4.37,709,958,32461680.85,45785.16,255.20714285714283,217.79999999999993,201.91190476190468,15.888095238095236,6.23,5.7,0.0,48844.28,68.99
123,FastTraders5183,Mid,North India,"Fashion,Beauty",4.78,73,98,723031.19,9904.54,27.10952380952381,23.04285714285714,21.20952380952381,1.8333333333333333,6.76,6.65,-0.03,6726.71,92.15
124,SuperCommerce5901,Mid,West India,"Home,Grocery,Fashion,Electronics",3.6,136,194,1232131.02,9059.79,56.766666666666666,47.63095238095239,40.64761904761905,6.983333333333333,12.3,5.97,-0.07,11880.62,87.36
125,QuickWholesale8916,Mid,North India,"Beauty,Home,Fashion",4.4,194,250,725701.05,3740.73,72.3547619047619,60.37619047619047,55.04999999999999,5.326190476190476,7.36,5.2,0.0,12821.7,66.09
